"","V1","B_COUNTRY_ALPHA","C_COW_ALPHA","V1A","V1B","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146_05","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185G","V185b","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213B","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","Q223_LOCAL","V232","V233","V233A","V234","V235","V236","V237","V237R2","V237R","V238","V238R","V238CS","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V253CS","V255","V256","V257","N_REGION_ISO","V258","V259","V259A","V260","V265","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"1096",5,"USA","USA",2,2,840,840,768,1,1,2,3,1,1,2,2,1,2,2,1,1,2,1,2,1,2,7,1,2,0,2,0,2,0,1,0,0,NA,2,2,2,2,2,2,2,2,2,2,3,3,7,8,4,2,2,3,2,2,4,3,2,2,1,2,3,3,3,3,2,3,2,4,3,1,4,2,2,1,1,3,2,2,1,2,5,2,3,2,2,5,3,4,3,1,7,7,6,7,2,1,2,1,NA,2,2,2,NA,1,3,2,3,1,1,1,1,1,1,4,1,5,3,3,5,4,5,7,7,1,1,2,2,3,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,10,1,1,10,1,1,10,10,10,7,2,2,3,1,2,2,2,2,2,2,NA,1,6,2,1,1,1,3,1,2,2e+07,3,1,1,2,1,2,9,1,4,4,4,4,2,5,2,7,3,3,7,8,5,5,1,1,2,2,2,2,2,2,2,3,1,2,1,9,1240,1,1,2,1,1,1,1,3,840002,840002,8,5,840002,1,2,1956,50,3,4,7,3,840006,49,2,1,3,1,8,7,7,1,1,NA,14,4,5,2,840044,8,1400,840005,NA,1240,0.910073,0.910073,2006,1,4,3,2,0.484445,1,0.832222,1,0.5,0,0.66,0.386667,1,0,0,0.333333,0.111111,1,1,1,1,1,1,0.33,0.33,0.66,0.44,1,1,1,1,1,1,1,0.66,0.66,0.773333,1,0.222222,0.666667,0.777778,0.555556,1,1,1,1,1,1,2,8400601096,0.728641,1.092962,84005212006,8405,8402006,2
"1097",5,"USA","USA",2,NA,840,840,1170,1,1,2,3,2,1,1,2,2,2,1,2,1,2,2,1,1,1,9,2,2,0,0,0,0,0,0,0,2,NA,1,2,2,2,2,2,1,2,2,1,2,1,7,2,2,1,2,2,1,1,2,1,1,1,2,2,2,3,2,2,2,3,3,4,3,2,1,4,2,4,2,1,2,1,1,2,4,3,2,1,3,5,3,3,1,1,3,3,3,2,2,1,1,2,NA,1,1,2,NA,1,2,3,3,2,1,2,1,1,1,5,1,7,3,6,2,2,3,8,8,2,1,3,2,3,3,3,1,2,3,3,4,2,2,2,3,2,2,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1975,31,2,2,7,3,840006,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840046,NA,1400,840004,NA,1240,0.940075,0.940075,2006,6,3,2,NA,NA,0.745,0.361487,0.915,0,NA,0.33,0.22979,0.66,0,NA,NA,NA,0.66,NA,NA,NA,NA,0.66,0.33,0.33,0.33,0.33,1,0,0,0,0,1,0.5,0.33,0.66,0.496667,1,NA,NA,NA,NA,0.66,0.33,1,0.665,0.665,1,2,8400601097,0.752662,1.128994,84005212006,8405,8402006,2
"1098",5,"USA","USA",2,2,840,840,614,1,1,2,2,4,3,1,2,1,1,1,1,1,2,2,2,2,2,9,1,1,1,0,0,2,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,9,8,1,4,2,4,4,4,5,6,2,2,1,2,3,3,4,2,1,3,2,8,1,3,4,3,3,2,2,2,2,1,2,3,6,4,5,3,4,5,4,5,4,2,6,6,5,6,1,1,2,2,NA,1,2,2,NA,2,2,2,3,4,4,4,2,3,3,4,1,7,4,8,3,6,4,7,6,2,1,1,1,2,2,2,2,3,2,3,3,2,2,3,2,2,3,3,3,2,2,2,1,2,3,4,2,3,3,9,7,2,8,8,7,7,8,8,8,2,2,1,3,1,1,1,1,1,2,NA,2,6,1,3,3,3,1,2,1,10100000,4,1,1,1,1,1,5,1,4,4,4,4,1,4,1,2,10,1,5,6,7,2,1,3,3,2,2,3,3,2,2,3,3,2,1,8,1240,1,1,1,2,2,1,1,3,840002,840002,8,840001,840002,2,2,1988,18,1,1,5,2,840003,21,2,1,14,NA,10,NA,NA,2,NA,NA,1,1,2,5,840055,7,1400,840001,NA,1240,0.680054,0.680054,2006,4,4,2,1,0.455834,1,0.755,1,0,0.66,0.33,0.33,1,0.66,0,0.5,0.386667,1,1,0,1,0.666667,1,0.66,0.33,0.33,0.44,1,1,1,1,1,1,1,0.66,0.66,0.773333,1,1,0.444444,0.555556,0.666667,1,0.66,0.5,0.58,0.58,1,2,8400601098,0.544479,0.816719,84005212006,8405,8402006,2
"1099",5,"USA","USA",2,1,840,840,996,1,2,2,4,2,3,2,2,2,1,2,1,1,2,1,2,1,2,7,1,1,0,0,0,0,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,1,3,3,6,5,4,2,3,2,3,2,4,6,1,2,2,2,3,3,3,1,2,3,2,5,1,2,1,2,3,1,2,3,2,2,1,4,6,3,5,2,2,4,1,2,3,2,5,3,8,8,3,2,3,2,NA,1,2,1,NA,1,2,3,2,2,2,2,2,2,1,5,1,6,5,5,3,3,4,7,8,3,1,2,1,3,2,2,3,2,2,3,3,2,2,2,4,3,3,2,2,2,2,3,3,2,3,4,2,4,3,8,5,4,8,9,6,7,9,5,6,1,2,4,3,NA,NA,NA,NA,NA,2,NA,1,6,3,2,2,1,3,3,9,9e+07,4,2,1,2,1,2,7,2,4,2,4,5,3,5,3,2,5,5,5,5,4,3,3,2,2,3,2,2,3,1,1,2,2,2,1,7,9000,2,2,2,2,2,2,1,3,8,8,5,840002,4,2,1,1986,20,1,1,6,3,840004,19,1,7,NA,NA,NA,NA,NA,NA,2,1,2,3,2,6,840041,7,8000,840005,NA,1240,2.350188,2.350188,2006,1,2,2,1,0.581667,1,0.512361,1,0.5,0.33,0,0.276667,1,0.66,1,0.5,0.72,1,1,1,1,1,1,0.33,0.33,0.33,0.33,1,0,1,1,0.666667,1,1,0.66,0.66,0.773333,1,0.444444,0.444444,0.444444,0.444444,1,0.33,0,0.165,0.165,1,2,8400601099,1.881656,2.822484,84005212006,8405,8402006,2
"1100",5,"USA","USA",2,1,840,840,197,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,8,2,2,0,2,0,1,1,1,2,0,NA,2,2,2,2,2,2,2,2,2,1,3,1,8,8,4,1,4,5,5,2,4,1,1,2,1,2,2,4,4,1,1,4,3,4,1,2,4,1,1,2,1,2,1,2,1,6,2,1,1,1,2,4,5,3,4,1,10,10,1,5,2,1,1,1,NA,1,1,2,NA,1,3,2,4,1,1,1,2,1,2,6,1,10,1,5,1,10,5,8,10,3,1,1,1,3,2,2,2,2,4,4,3,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,1,4,1,10,4,1,10,9,7,9,10,10,6,1,2,3,1,NA,NA,NA,NA,NA,2,NA,1,10,2,1,2,1,1,1,2,2e+07,2,1,2,2,1,2,10,1,4,1,5,1,10,1,1,1,5,5,5,5,3,5,1,2,3,2,1,1,1,2,2,3,3,1,1,10,1240,1,1,1,2,1,1,1,3,8,8,840001,5,840003,1,2,1964,42,2,3,7,3,840006,22,2,1,3,1,9,8,8,1,2,1,1,4,2,6,840053,4,1400,840008,NA,1240,0.460037,0.460037,2006,3,2,2,1,0.277223,1,0.554445,1,0.5,0.33,0,0.276667,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,1,1,0.776667,1,1,0,1,0.666667,1,1,0.33,1,0.776667,1,0.444444,0.444444,0.444444,0.444444,1,0.66,0,0.33,0.33,1,2,8400601100,0.368324,0.552486,84005212006,8405,8402006,2
"1101",5,"USA","USA",2,1,840,840,648,1,2,1,2,1,3,2,1,1,1,1,2,1,2,1,2,2,2,6,2,1,1,2,0,1,1,1,1,1,NA,1,1,1,1,1,2,1,2,1,2,2,1,9,4,2,4,3,3,3,3,3,1,1,2,1,2,3,3,4,3,1,3,2,7,1,2,1,4,1,4,1,2,2,1,1,2,3,2,3,2,3,3,3,3,4,2,8,8,8,3,2,1,2,3,NA,1,2,2,NA,1,3,3,2,1,1,1,1,1,1,7,1,6,5,6,5,6,6,8,7,4,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,2,4,2,6,8,6,6,10,5,4,1,3,1,10,2,3,2,3,1,NA,NA,NA,NA,NA,3,NA,2,7,1,1,1,1,1,1,0,100000020,4,1,2,2,2,2,9,1,2,1,4,1,1,1,1,1,1,1,5,3,9,5,1,1,1,1,1,4,NA,2,2,1,1,1,1,6,1240,1,1,2,1,2,1,2,2,840001,840001,8,NA,840001,1,2,1952,54,3,4,6,3,840004,30,2,4,NA,NA,NA,NA,NA,NA,2,1,6,1,2,8,840054,6,1400,840010,NA,1240,0.580046,0.580046,2006,2,1,2,2,0.316667,1,0.415139,1,0,0,0.66,0.22,1,0.66,0,0.5,0.386667,1,0,0,0,0,1,0.66,0.66,0.66,0.66,1,1,0,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0,0.444444,0.222222,0.222222,1,0.33,0,0.165,0.165,1,2,8400601101,0.464409,0.696613,84005212006,8405,8402006,2
"1102",5,"USA","USA",2,1,840,840,8,1,2,2,3,2,4,2,1,2,1,1,2,1,2,1,2,2,1,7,1,0,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,2,7,6,2,1,2,1,2,2,2,1,1,2,2,1,3,4,3,2,2,3,2,5,1,3,3,2,1,4,1,3,1,1,1,6,6,5,5,4,5,5,1,5,3,2,5,5,10,8,3,1,2,3,NA,1,2,2,NA,2,4,4,1,2,3,3,2,3,2,5,1,6,3,8,3,3,5,6,5,2,1,2,2,2,2,2,3,2,4,3,3,2,2,2,3,3,3,3,3,3,2,3,3,2,3,4,2,5,5,10,2,3,8,7,10,10,10,9,8,2,2,4,1,NA,NA,NA,NA,NA,2,NA,2,9,2,3,3,2,3,3,1,10100000,7,2,1,1,1,1,2,2,5,2,5,1,3,2,8,1,8,6,6,8,10,1,1,1,2,2,2,2,3,2,2,3,3,1,1,3,1240,1,1,1,2,2,2,1,3,840001,840001,8,NA,4,1,1,1963,43,2,3,5,2,840003,17,2,1,14,2,5,5,8,1,1,NA,5,3,3,4,840053,5,1400,840003,NA,1240,0.600048,0.600048,2006,1,2,2,0,0.526667,1,0.501343,1,0,0,0.33,0.11,1,1,1,1,1,1,1,1,0,0.666667,1,0.33,0.33,0.33,0.33,1,0,0,0,0,1,1,0.66,1,0.886667,1,0.777778,0.555556,0.777778,0.703704,1,0.33,0.5,0.415,0.415,1,2,8400601102,0.480423,0.720634,84005212006,8405,8402006,2
"1103",5,"USA","USA",2,1,840,840,898,1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,5,2,2,2,0,2,2,0,0,0,NA,2,1,2,1,1,1,2,1,2,1,2,2,3,8,4,1,2,1,2,1,2,4,1,1,2,2,1,2,3,3,3,1,3,2,1,3,4,2,3,1,4,1,2,1,1,1,1,3,4,3,1,2,2,2,5,2,1,7,8,3,7,1,1,2,2,NA,1,2,2,NA,2,3,3,3,2,2,2,2,2,1,7,1,6,4,6,1,1,7,5,8,4,1,2,2,3,2,2,1,1,3,3,1,2,2,4,3,2,2,3,2,2,2,2,4,4,3,4,1,5,1,10,8,8,10,8,5,9,10,10,2,1,2,3,4,NA,NA,NA,NA,NA,3,NA,2,10,3,2,3,3,2,1,2,2e+07,2,1,1,1,1,2,10,1,1,1,1,5,1,6,1,1,1,1,5,5,5,1,1,2,3,1,1,3,3,2,2,1,1,1,1,3,1240,1,1,1,1,2,1,1,3,840002,840002,8,840001,840002,1,1,1981,25,1,2,7,3,840005,18,2,1,6,2,1,1,10,1,1,NA,4,2,4,5,840052,2,1400,840002,NA,1240,1.900152,1.900152,2006,3,2,2,0,0.234722,1,0.572408,1,0,0.33,0.66,0.33,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0,0.33,0.33,0.22,1,1,0,1,0.666667,1,0.5,0.33,0.66,0.496667,1,0,0.444444,0.444444,0.296296,1,0.66,1,0.83,0.83,1,2,8400601103,1.521339,2.282008,84005212006,8405,8402006,2
"1104",5,"USA","USA",2,1,840,840,1147,1,2,1,1,2,3,2,2,2,1,1,2,1,2,1,2,2,1,7,2,1,0,0,0,2,0,0,0,NA,NA,1,2,2,2,2,2,1,2,2,1,2,1,7,4,2,1,3,2,3,2,2,1,1,2,2,2,3,3,3,3,1,3,3,7,2,3,1,2,4,1,2,1,2,1,1,3,4,2,4,3,4,4,2,3,3,1,4,6,8,6,1,1,1,2,NA,1,1,2,NA,1,3,3,2,4,4,4,3,3,2,8,1,7,2,9,3,4,4,9,6,3,1,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,4,4,3,2,3,2,4,3,8,8,5,7,7,8,7,10,9,5,2,2,1,3,NA,NA,NA,NA,NA,3,NA,2,10,2,1,1,1,1,2,1,10100000,3,2,2,2,1,2,4,2,4,4,2,4,1,1,1,1,5,2,2,4,9,8,1,1,2,1,1,2,2,2,2,3,3,1,1,4,1240,1,1,2,1,2,1,1,3,840001,840001,8,5,840003,1,1,1970,36,2,3,7,3,840005,22,2,1,5,2,10,2,6,2,2,1,3,2,2,5,840054,4,1400,840002,NA,1240,0.580046,0.580046,2006,3,2,2,0,0.331111,1,0.329491,1,0,0,0.66,0.22,1,0.66,1,0.333333,0.664444,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,0,0,0,0,1,0.5,0.66,0.66,0.606667,1,0.444444,0.111111,0.333333,0.296296,1,0.33,0.5,0.415,0.415,1,2,8400601104,0.464409,0.696613,84005212006,8405,8402006,2
"1105",5,"USA","USA",2,2,840,840,217,1,2,3,3,1,1,2,2,2,1,1,2,1,2,1,1,2,2,7,2,2,0,0,2,0,0,0,0,0,NA,1,2,2,2,1,2,1,2,2,2,1,1,7,4,2,1,3,2,4,4,2,1,1,2,2,2,3,3,3,2,1,3,2,5,1,2,3,2,1,4,1,1,3,1,1,3,5,5,4,3,4,3,6,3,2,1,7,7,8,8,2,1,2,2,NA,2,2,2,NA,2,3,3,3,3,3,3,1,2,1,4,1,5,5,8,3,2,5,7,7,2,1,2,2,3,3,2,2,2,3,4,3,2,3,3,3,3,3,3,2,2,2,3,2,4,3,4,1,8,1,10,8,5,10,10,10,10,10,10,9,1,2,3,5,2,2,2,1,3,2,NA,2,8,3,3,3,2,2,1,9,9e+07,1,1,1,1,1,1,10,1,2,4,2,5,1,1,1,1,1,1,1,5,1,1,1,1,3,2,1,1,3,2,2,3,3,1,1,8,1240,1,1,2,2,2,2,2,1,840001,840001,8,NA,840001,2,1,1979,27,1,2,5,2,840003,18,2,1,7,2,1,1,8,2,1,NA,14,2,4,3,840048,4,1400,840005,NA,1240,1.760141,1.760141,2006,5,1,2,0,0.1375,1,0.27162,1,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,0,0,1,0.333333,1,0,0.66,0.66,0.44,1,0,0,0.444444,0.148148,1,0.33,0,0.165,0.165,1,2,8400601105,1.40924,2.11386,84005212006,8405,8402006,2
"1106",5,"USA","USA",2,2,840,840,170,1,1,2,3,1,1,1,2,2,1,2,2,1,2,1,1,2,1,9,2,0,0,0,0,0,0,0,0,0,NA,1,2,1,2,1,2,1,1,2,2,3,3,10,5,1,3,4,4,4,1,1,1,1,2,2,2,3,3,3,1,2,3,1,9,1,3,4,3,1,4,2,3,1,1,1,1,6,1,5,1,5,6,1,2,2,1,10,10,1,10,4,3,3,3,NA,2,2,2,NA,2,4,4,1,1,1,1,1,1,1,5,1,1,1,10,1,1,10,10,10,3,1,3,2,3,4,2,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,10,10,1,10,10,10,10,10,10,10,2,2,1,3,1,1,1,1,1,1,2,2,10,3,2,2,1,3,1,0,100000020,2,1,2,2,2,2,10,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,2,3,3,1,1,10,1240,1,1,1,1,2,2,1,2,5,5,NA,5,4,2,1,1953,53,3,4,3,1,840001,18,1,1,7,2,10,1,5,2,1,NA,7,3,4,7,840052,5,1250,840010,NA,1240,1.400112,1.400112,2006,2,2,2,NA,0.179722,1,0.338333,1,0,0.33,0,0.11,1,0,0,0.166667,0.055556,1,0,0,0,0,1,1,0.33,0.33,0.553333,1,0,0,0,0,1,1,0.66,0.66,0.773333,1,0,0,0,0,1,0.66,0.5,0.58,0.58,1,2,8400601106,1.120986,1.68148,84005212006,8405,8402006,2
"1107",5,"USA","USA",2,1,840,840,481,1,1,1,3,1,2,2,2,1,2,1,1,1,2,2,2,1,2,8,2,1,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,2,7,5,2,4,3,2,3,3,2,6,2,2,1,2,3,4,3,2,2,2,2,6,3,4,2,3,3,1,2,2,2,3,1,1,5,5,4,4,6,5,4,4,2,1,10,10,6,6,4,1,2,2,NA,1,2,2,NA,1,2,2,2,1,1,1,1,1,1,5,1,6,4,6,4,5,5,5,7,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,2,2,2,3,3,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,1,NA,NA,NA,NA,NA,1,3,2,10,3,1,3,3,1,2,1,10100000,4,1,2,2,1,2,9,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,5,1240,2,1,1,2,2,2,1,2,840002,840002,8,840001,4,2,1,1971,35,2,3,5,2,840003,18,2,3,7,2,4,5,7,2,2,1,5,2,4,4,840049,7,1400,840003,NA,1240,0.920074,0.920074,2006,3,3,2,1,0.54,1,0.790278,1,1,0.33,0.33,0.553333,1,0.33,0,0.5,0.276667,1,1,1,1,1,1,0.33,0.33,0.33,0.33,1,1,1,1,1,1,1,0.66,1,0.886667,1,0.444444,0.444444,0.444444,0.444444,1,0.66,1,0.83,0.83,1,2,8400601107,0.736648,1.104972,84005212006,8405,8402006,2
"1108",5,"USA","USA",2,2,840,840,487,1,3,3,4,4,3,1,1,2,1,1,2,1,2,1,2,2,1,9,1,2,2,2,0,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2,2,3,1,9,9,4,3,3,4,4,4,4,1,1,NA,1,1,3,3,3,1,1,2,1,4,2,3,2,1,4,1,1,1,1,1,1,NA,6,2,6,1,2,4,1,1,1,1,10,10,1,2,1,1,2,2,NA,1,2,2,NA,1,2,2,3,4,3,4,1,1,1,6,1,6,6,6,6,5,7,7,6,3,1,2,2,2,2,2,1,1,2,3,3,1,2,2,3,3,4,3,NA,2,2,3,4,2,2,2,1,9,1,10,9,1,8,8,10,1,10,10,6,2,2,1,3,2,2,1,2,3,3,NA,2,9,3,3,3,3,3,1,0,100000020,2,1,1,1,1,1,7,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1930,76,3,6,8,3,840007,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840047,NA,1250,840003,NA,1240,0.470038,0.470038,2006,1,2,2,0,0.154185,0.83,0.422773,0.915,0,NA,0,0.077,0.66,0.66,0,0.166667,0.275556,1,NA,NA,NA,NA,0.66,0,0,0.33,0.11,1,0,0,0,0,1,1,0.66,0.66,0.773333,1,NA,NA,NA,NA,0.66,0.66,0.5,0.58,0.58,1,2,8400601108,0.376331,0.564497,84005212006,8405,8402006,2
"1109",5,"USA","USA",2,1,840,840,515,1,1,1,3,2,3,2,2,2,1,1,1,2,1,1,2,2,2,6,2,0,0,0,0,0,0,0,0,0,NA,1,2,1,2,2,2,2,2,2,2,2,1,6,3,1,2,3,3,2,3,3,6,1,2,1,2,3,3,3,3,2,2,2,6,2,1,4,1,1,4,1,3,1,2,1,2,5,4,5,4,5,4,5,4,4,1,6,7,5,5,2,1,1,2,NA,1,1,2,NA,2,3,3,2,3,3,3,3,3,2,5,1,3,3,7,6,6,6,7,7,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,6,1,10,6,6,10,6,3,8,8,8,7,2,2,1,3,NA,NA,NA,NA,NA,2,NA,2,10,2,1,3,3,2,2,0,100000020,7,1,1,1,1,2,7,1,4,5,2,5,2,2,8,5,2,6,6,6,6,2,2,2,3,2,2,3,3,2,2,3,3,2,2,6,1240,2,2,2,2,2,1,1,3,8,8,840002,5,840003,1,1,1966,40,2,3,6,3,840004,18,2,1,7,2,6,4,5,2,1,NA,14,1,4,4,840049,4,1400,840005,NA,1240,0.670054,0.670054,2006,1,1,2,1,0.65,1,0.502686,1,0.5,0.33,0.66,0.496667,1,0.66,0,1,0.553333,1,1,1,1,1,1,0.33,0.66,0.66,0.55,1,0,1,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0.111111,0.555556,0.555556,0.407408,1,0.66,0,0.33,0.33,1,2,8400601109,0.536472,0.804708,84005212006,8405,8402006,2
"1110",5,"USA","USA",2,2,840,840,17,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,8,2,2,1,1,0,1,0,0,0,0,NA,1,2,2,2,1,2,1,2,2,2,3,1,8,8,1,4,5,2,2,2,3,1,1,2,2,1,3,3,3,2,2,2,2,8,1,2,1,4,1,4,1,2,1,1,1,3,5,2,2,2,4,5,1,3,1,1,8,8,7,10,2,1,1,1,NA,1,1,2,NA,2,4,2,1,2,1,3,2,2,NA,10,1,7,2,6,3,3,6,7,9,2,1,2,1,2,3,2,1,1,3,4,3,1,1,1,3,3,2,3,2,3,1,3,3,3,3,4,1,1,1,10,7,1,10,5,7,9,9,10,10,1,2,3,4,1,1,1,2,2,2,NA,2,7,1,2,1,2,1,1,2,2e+07,1,1,1,1,1,1,10,1,1,5,1,5,1,1,1,1,1,1,3,4,1,1,1,1,4,1,1,2,4,2,2,3,2,1,1,8,1240,1,1,2,2,2,1,2,3,840001,840001,5,5,840001,1,2,1967,39,2,3,7,3,840006,25,2,5,NA,NA,NA,NA,NA,NA,2,1,2,2,2,8,840055,7,1400,840010,NA,1240,0.350028,0.350028,2006,5,1,2,0,0.0275,1,0.364213,1,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,0,0.222222,0.333333,0.185185,1,0.33,0,0.165,0.165,1,2,8400601110,0.280247,0.42037,84005212006,8405,8402006,2
"1111",5,"USA","USA",2,2,840,840,85,NA,1,NA,NA,NA,NA,1,2,1,2,1,2,1,2,2,2,1,2,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,1,2,2,2,1,3,3,7,3,2,3,1,3,2,1,6,1,2,1,1,2,3,3,1,1,1,2,8,1,2,1,2,4,1,2,2,1,1,1,3,5,5,4,2,2,2,3,2,3,1,9,10,9,6,3,1,NA,NA,NA,1,NA,NA,NA,1,2,3,2,2,2,1,2,2,1,6,2,9,8,8,1,4,3,7,10,4,1,NA,2,3,3,4,1,NA,NA,2,2,1,1,1,2,2,3,3,3,2,3,3,2,2,1,1,2,1,1,3,4,10,3,3,5,8,9,9,10,1,2,1,3,1,1,1,1,2,2,NA,2,4,1,1,2,2,1,2,2,2e+07,7,1,1,2,1,2,6,1,1,2,1,2,10,8,10,4,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,7,1240,NA,1,NA,NA,NA,1,NA,3,840001,840001,8,840001,840001,1,1,1955,51,3,4,4,2,840002,NA,1,8,NA,NA,NA,NA,NA,NA,2,2,14,1,3,5,840041,2,8001,840010,NA,1240,0.540043,0.540043,2006,1,1,2,1,0.41375,0.83,0.308935,1,0,0,0,0,1,NA,0,1,0.556,0.66,1,1,1,1,1,NA,0,0,0.099,0.66,1,0,1,0.666667,1,0,0.33,0.66,0.33,1,0,0.111111,0.111111,0.074074,1,0.33,0,0.165,0.165,1,2,8400601111,0.43238,0.648571,84005212006,8405,8402006,2
